uid,kind,domain,task,service,unit,title,must_teach,qualifier,distractor_angles,difficulty,priority,status,existing_uid,gap_note,batch
aws-d4-s3-access-options-who-pays,concept,D4,4.1,Amazon S3,Access options (Requester Pays),S3 access options and who pays for reads,"Storage is always billed to the bucket owner; request and transfer-out charges move to the caller only with Requester Pays (authenticated callers, x-amz-request-payer header). Public/presigned access bills the owner; CloudFront in front turns per-GB internet egress into CloudFront pricing with free S3-to-CloudFront transfer; cross-account VPC endpoint access still bills the owner for requests.",,,2,P1,partial,aws-s3-requester-pays-and-data-transfer,"Live card covers Requester Pays mechanics only; the concept card must contrast the four access paths (owner-pays public, presigned, CloudFront, Requester Pays) as one decision table. | absorbs aws-d4-pat-s3-requester-pays: P2 and status exists; the concept is the four-path decision table that contains",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-storage-access-patterns,concept,D4,4.1,Amazon S3,Storage access patterns,Match the access pattern to the storage class and its hidden fees,"Frequent, unpredictable, or small-object (<128 KB) access -> S3 Standard or Intelligent-Tiering; infrequent but millisecond retrieval -> Standard-IA (or One Zone-IA when data is re-creatable and 99.5% availability is fine); rarely read, minutes-to-hours OK -> Glacier classes. IA classes charge per-GB retrieval ($0.01/GB) and per-request premiums, so data read monthly costs more in IA than in Standard; that break-even (roughly one full read per month) is the exam trap.",,,2,P0,partial,aws-s3-durability-availability,Live card (mapped to another domain) explains One Zone-IA availability trade; the retrieval-fee break-even and 128 KB floor are not taught anywhere.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-storage-services-use-cases,concept,D4,4.1,Amazon S3,AWS storage services with appropriate use cases,Cheapest storage service per access pattern: S3 vs EBS vs EFS vs FSx,"Decision order for cost: object data read over HTTP -> S3 (cheapest per GB, no compute attached); single-instance block with random writes -> EBS; POSIX shared across instances/AZs -> EFS (pay per GB used, no provisioning); Windows SMB/AD, Lustre HPC, ONTAP/ZFS features -> FSx. Trap: EFS per-GB is ~3x S3 and ~3x EBS gp3, so it wins only when shared multi-instance access is a hard requirement.",,,2,P0,new,,"overlaps aws-storage-services-use-case-matrix: write it from a different angle/scenario (S3 vs EFS vs EBS vs FSx by access pattern is written twice (D3 P0, D4 )",B2.5 P0 新卡
aws-d4-storage-tiering-cold-object,concept,D4,4.1,Amazon S3,Storage tiering (cold tiering for object storage),S3 storage class ladder and when to automate it,"Ladder: Standard -> Standard-IA (30-day min, $0.0125/GB) -> Glacier Instant Retrieval (90-day min, ms access) -> Glacier Flexible (90-day, minutes-hours, free bulk) -> Deep Archive (180-day, 12-48 h, ~$0.00099/GB). Use lifecycle rules when the age-based pattern is known; use Intelligent-Tiering when it is unknown, accepting a per-object monitoring fee ($0.0025/1,000) in exchange for no retrieval fees.",,,1,P1,exists,aws-s3-storage-classes,Live card covers the ladder plus lifecycle vs Intelligent-Tiering choice; Glacier Instant Retrieval is not named.,—
aws-d4-storage-types-object-file-block,concept,D4,4.1,Amazon S3,"Storage types with associated characteristics (object, file, block)",Object vs file vs block: characteristics that drive price,"Block (EBS): attached to one instance, random read/write at byte level, billed for provisioned GB whether used or not. File (EFS/FSx): shared POSIX/SMB namespace, billed per GB used (EFS) or provisioned (FSx). Object (S3): whole-object PUT/GET over HTTP, no in-place edits, unlimited size, cheapest per GB with request fees. The cost pattern: whenever an app only ever writes whole files and reads them back, moving from EBS/EFS to S3 is the largest saving.",,,1,P1,new,,overlaps aws-storage-types-object-file-block: write it from a different angle/scenario (Third copy of object/file/block; its only new line is 'whole-file writ),B4.5 P1 新卡
aws-d4-pat-backup-vs-archive-selection,pattern,D4,4.1,AWS Backup,Backup and archival solution selection,Backup (restorable) vs archive (retained): pick the cheaper fit,"Backup = frequent recovery points with short retention -> AWS Backup / snapshots with lifecycle to cold storage; archive = rarely accessed, long retention -> S3 Glacier Deep Archive with Object Lock / Vault Lock. Tape retirement -> Tape Gateway to Glacier. Trap: keeping full daily snapshots for 7 years instead of moving to Deep Archive.",,,2,P1,partial,aws-backup-service,Live card (another domain) covers AWS Backup features; the backup-vs-archive cost decision is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-consolidated-billing,pattern,D4,4.1,AWS Organizations,Multi-account billing (consolidated billing),"Consolidated billing: one payer, pooled tiers and shared discounts","Organizations provides one bill, pooled usage for volume tiers (S3, data transfer), and RI/Savings Plans discount sharing across member accounts (can be disabled per account); consolidated billing is free and does not itself restrict spend (use Budgets actions/SCPs).",,,1,P1,partial,aws-organizations-scp,Live card (another domain) covers SCPs; consolidated billing benefits are not taught anywhere.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-cost-allocation-tags,pattern,D4,4.1,AWS Cost Management,Cost allocation tags,Cost allocation tags: activation and limits,User-defined tags become billing dimensions only after activation in the Billing console of the payer account; AWS-generated tags (aws:createdBy) are activated separately; activation takes up to 24 h and is not retroactive. Use Tag Policies/SCPs to enforce tagging; untagged spend shows as a 'no tag' bucket.,,,1,P1,new,,,B4.6 P1 新卡
aws-d4-pat-ebs-ssd-gp3-vs-gp2-io2,pattern,D4,4.1,Amazon EBS,"SSD volume types (gp3, gp2, io1/io2)",gp2 to gp3 migration and io2 only when needed,"gp3 is ~20% cheaper than gp2 with 3,000 IOPS/125 MiB/s baseline decoupled from size; migrate online via Elastic Volumes. io2 Block Express for >16,000 IOPS or 99.999% durability; provisioned IOPS are the cost. Delete unattached volumes; archive old snapshots (90-day min).",,,2,P1,exists,aws-ebs-gp3-vs-gp2-and-snapshot-archive,Good.,—
aws-d4-pat-efs-ia-archive-lifecycle,pattern,D4,4.1,Amazon EFS,EFS storage classes and lifecycle,EFS Standard vs IA vs Archive and One Zone,Lifecycle policies move files to IA (after 30 days default) and Archive (90 days) at ~1/10 the price with per-GB access fees; One Zone file systems cost ~47% less but lose AZ resilience; Elastic throughput avoids paying for provisioned MiB/s. Trap: frequently re-read files in IA cost more than Standard.,,,1,P1,exists,aws-efs-ia-and-lifecycle,Good.,—
aws-d4-pat-online-vs-offline-transfer-decision,pattern,D4,4.1,AWS DataSync,Data migration service selection (online vs offline),Transfer-time formula: DataSync/DX vs Snow,"Days = TB x 8 / (Gbps x 0.8 x 86,400/1,000). If the estimate exceeds about a week or the link is shared/unreliable, ship Snowball Edge (210 TB per device); otherwise DataSync over internet/DX. Ingress into S3 is free either way; DX pays port hours, DataSync pays per GB, Snowball pays per job + days.",,,2,P1,partial,aws-snow-family-selection,Live card (Snow service unit) has the formula worked once; the generic decision card with cost per path is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-s3-batch-vs-individual-uploads,pattern,D4,4.1,Amazon S3,Batch uploads vs individual uploads,Request pricing: aggregate small objects,"PUT/COPY/POST/LIST cost ~$0.005 per 1,000 and GET ~$0.0004 per 1,000, so millions of tiny objects cost more in requests than storage; batch/aggregate (Kinesis Data Firehose buffering, tar/parquet files, multipart for large objects) and use S3 Batch Operations for bulk actions. Small objects also miss IA/Glacier savings (128 KB floor, 40 KB overhead).",,,2,P1,partial,aws-s3-performance-prefixes-multipart,Live card (another domain) covers multipart for performance; request-cost aggregation is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-s3-intelligent-tiering,pattern,D4,4.1,Amazon S3,Cold tiering: S3 Intelligent-Tiering,Intelligent-Tiering: automatic tiering without retrieval fees,"Moves objects Frequent -> Infrequent (30 days unaccessed) -> Archive Instant (90 days) automatically, with optional opt-in Archive (90+) and Deep Archive (180+) tiers; charges $0.0025 per 1,000 objects monitored, no retrieval fees, no minimum duration; objects <128 KB stay in Frequent at Frequent price. Use for unknown or changing access; not for tiny objects.",,,1,P0,new,,,B2.5 P0 新卡
aws-d4-pat-storage-auto-scaling,pattern,D4,4.1,Amazon RDS,Storage auto scaling,When storage scales itself and when you must size it,S3 and EFS have no size to plan; RDS Storage Autoscaling grows storage when free space <10% for 5 min up to a max threshold (no shrink); EBS Elastic Volumes grow online but never shrink and gp3 IOPS/throughput scale independently; DynamoDB storage is unlimited. Rule: enable RDS autoscaling with a ceiling instead of over-provisioning; snapshot-and-recreate to shrink.,,,1,P1,new,,,B4.6 P1 新卡
aws-d4-availability-by-workload-class-mcq-18,mcq,D4,4.2,Amazon EC2,Determining the required availability for different classes of workloads,Dev/test environment used 09:00-18:00 weekdays: cheapest design,"Single-AZ, On-Demand or Spot, stopped outside hours by a scheduler (Instance Scheduler/EventBridge), RDS stopped or Aurora Serverless v2; production keeps Multi-AZ with commitments.",least-cost,Multi-AZ with RIs for dev violates least-cost (paying for availability not needed); 3-year RIs for a 45-hour week violate utilization; leaving it running violates least-cost; Spot for the production tier violates the availability class.,2,P1,new,,,B4.4 P1 新卡
aws-d4-compute-mixed-workload-choose-two-mcq-14,mcq,D4,4.2,Amazon EC2,Determining cost-effective AWS compute services with appropriate use cases,Steady web tier plus fault-tolerant nightly batch: choose two,Compute Savings Plan (or RIs) for the steady tier and Spot Instances (or Fargate Spot) for the batch; the two plausible sets differ on whether Spot is allowed for the web tier.,choose-two,Spot for the web tier violates availability constraint; On-Demand for the batch violates least-cost; Dedicated Hosts wrong feature (licensing); 3-year EC2 Instance SP on the batch violates flexibility (batch could move families).,3,P0,new,,"spec note: Pin the answers (Compute Savings Plan for the steady tier, Spot for the batch), mark partial with existing_uid aws-ec2-p",B2.4 P0 新卡
aws-d4-compute-service-choice-mcq-13,mcq,D4,4.2,AWS Lambda,Determining cost-effective AWS compute services with appropriate use cases,"Image-resize job, ~2,000 runs/day, 3 s each: cheapest compute",Lambda: sporadic short invocations cost cents; an EC2 instance or Fargate service idle 99% of the day violates least-cost.,least-cost,Always-on t3 EC2 violates least-cost (idle hours); Fargate service with 1 task violates least-cost (idle); EC2 Spot violates least-ops and still idles; AWS Batch right family wrong feature for 3-second jobs.,2,P0,new,,,B1 黄金五张（MCQ，跑通流程）
aws-d4-graviton-or-burstable-choice-mcq-21,mcq,D4,4.2,Amazon EC2,Selecting the appropriate instance family for a workload,Low-traffic Linux web servers with rare bursts: cheapest family,T4g (Graviton burstable) in standard mode; sustained load would need M7g; unlimited mode can surcharge.,least-cost,M-family violates least-cost for idle-heavy load; T3 unlimited under sustained load adds surcharge; C-family wrong ratio; Dedicated Instances violate least-cost with no licensing need.,2,P1,new,,,B4.4 P1 新卡
aws-d4-instance-family-selection-mcq-19,mcq,D4,4.2,Amazon EC2,Selecting the appropriate instance family for a workload,"In-memory analytics needs 512 GiB RAM, modest CPU","R (or X for the largest ratios) memory-optimized; a C or M instance with that RAM costs more per GiB, and a T cannot sustain the load.",least-cost,"M family violates least-cost per GiB; C family wrong ratio; T family violates sustained-load constraint; I family right family wrong feature (local NVMe, not RAM).",1,P1,new,,"spec note: Make it an overlay on aws-ec2-instance-families (partial) at d1, or replace with the R-vs-X-vs-u-class trade-off at very",B4.4 P1 新卡
aws-d4-instance-size-rightsizing-mcq-20,mcq,D4,4.2,AWS Compute Optimizer,Selecting the appropriate instance size for a workload,Fleet averages 8% CPU before a 3-year commitment,Use Compute Optimizer recommendations to downsize (and consider Graviton) before purchasing Savings Plans; buying commitments on the current size locks in waste.,least-cost,Buying Savings Plans first violates least-cost (locks oversized capacity); Trusted Advisor alone gives coarse idle checks not sizes; Spot ignores the sizing problem; larger instances with fewer nodes violates the utilization evidence.,2,P1,new,,,B4.4 P1 新卡
aws-d4-load-balancing-strategy-cost-mcq-15,mcq,D4,4.2,Elastic Load Balancing,Determining an appropriate load balancing strategy (ALB vs NLB vs GWLB),"Twelve HTTP microservices, one domain, fewest load balancers",One ALB with host/path-based routing to twelve target groups; NLB cannot route by path and GWLB is for appliances.,least-cost,One NLB violates the L7 routing requirement; twelve ALBs violate least-cost (hourly fee each); GWLB wrong service (inline appliances); Route 53 weighted records to instances violates health-check and TLS termination needs.,2,P1,new,,,B4.3 P1 新卡
aws-d4-scaling-method-hibernation-mcq-16,mcq,D4,4.2,Amazon EC2,"Determining appropriate scaling methods and strategies (horizontal vs vertical, hibernation)","Long in-memory warm-up, idle nights, must resume in seconds","Hibernate at night (no instance charge, RAM preserved) rather than stopping (loses RAM) or keeping running; horizontal scaling does not fix per-instance warm-up.",least-cost,Stop/start violates the fast-resume constraint (RAM lost); keep running violates least-cost; warm pool in Running state violates least-cost; vertical scale-down still bills hours and does not preserve state.,2,P1,new,,,B4.3 P1 新卡
aws-d4-scheduled-vs-predictive-scaling-mcq-17,mcq,D4,4.2,Amazon EC2 Auto Scaling,Determining appropriate scaling methods and strategies for elastic workloads,Load spikes every weekday 09:00 with slow instance boot,Predictive scaling (or scheduled scaling when the pattern is fixed) launches capacity before the spike so the group can run leaner otherwise; target tracking alone reacts too late.,least-cost,Target tracking only violates the boot-time constraint; running peak capacity 24x7 violates least-cost; vertical scaling violates elasticity; step scaling on CPU is superseded by predictive for a known daily pattern.,2,P1,new,,"overlaps aws-asg-predictable-daily-spike-mcq-05: write it from a different angle/scenario (Same 9 am spike, same answer (scheduled/predictive before target track)",B4.4 P1 新卡
aws-d4-compute-utilization-optimization,concept,D4,4.2,AWS Fargate,"Optimization of compute utilization (containers, serverless, microservices)","Raising utilization: containers, serverless, and when each is cheapest","Cost follows idle capacity. Containers on EC2 bin-pack many services on fewer hosts (cheapest at steady high utilization, you patch hosts); Fargate charges per task-second with no idle host (cheapest for spiky or small services); Lambda charges per request + GB-s (cheapest when invocations are sporadic and short, <15 min). Break-even rule of thumb: sustained >~60-70% utilization favours EC2/ECS-on-EC2 with a Savings Plan; bursty favours Fargate/Lambda.",,,2,P0,new,,,B2.5 P0 新卡
aws-d4-cost-features-compute-tags-sharing,concept,D4,4.2,AWS Cost Management,Cost management service features (compute angle),Tags and multi-account billing for compute: RI and SP sharing,"In an organization, RI and Savings Plans discounts are shared across all member accounts by default (payer can turn sharing off per account), which is why buying commitments centrally in the management account covers everyone. Cost allocation tags on EC2/ASG/Lambda let Cost Explorer show utilization per team; AWS-generated aws:createdBy tags help attribute untagged spend. Trap: sharing applies within one organization and one Region for zonal RIs.",,,2,P1,new,,,B4.5 P1 新卡
aws-d4-cost-tools-compute-angle,concept,D4,4.2,AWS Cost Management,Cost management tools (compute angle),Cost tools for compute: RI/SP recommendations and rightsizing,"Cost Explorer hosts Savings Plans/RI purchase recommendations (based on 7/30/60 days of On-Demand usage) and EC2 rightsizing recommendations; Budgets supports RI/SP utilization and coverage budgets (alert when a commitment sits under 80% used); Compute Optimizer gives per-instance family/size recommendations; CUR amortizes upfront RI/SP cost per hour for showback. Trusted Advisor cost checks (idle instances, low utilization) need Business/Enterprise support.",,,2,P1,new,,,B4.5 P1 新卡
aws-d4-distributed-compute-edge,concept,D4,4.2,Amazon CloudFront,Distributed compute strategies (edge processing),Edge processing as a cost lever,"Move small, request-shaped logic to the edge so origin compute and transfer shrink: CloudFront Functions (sub-ms, $0.10/M, header rewrites/redirects), Lambda@Edge (heavier logic, per-request + GB-s), and Snowball Edge / Outposts for processing where data is created so only results cross the WAN. Rule: if the work needs no origin data and runs per request, edge is cheaper than a fleet behind a load balancer; if it needs the database, it is not.",,,2,P2,new,,"overlaps aws-d4-pat-edge-functions-cost: write it from a different angle/scenario (Both P2, both 'CloudFront Functions $0.10/M sub-ms vs Lambda@Edge heav)",B5.3 P2 长尾
aws-d4-global-infra-region-pricing,concept,D4,4.2,Amazon EC2,"AWS global infrastructure (AZs, Regions)",Regions and AZs as cost variables,"Prices differ per Region (us-east-1 is typically cheapest; some Regions 20-50% more), inter-AZ traffic costs $0.01/GB each way, and inter-Region ~$0.02/GB, so keep chatty tiers in one AZ only when availability allows, and pick the Region by price plus data-residency and latency. Spot prices and capacity vary per AZ and instance pool, so diversifying AZs lowers Spot interruption and cost. Local Zones/Wavelength/Outposts cost more than the parent Region.",,,1,P2,partial,aws-multi-az-vs-multi-region,"Live card (another domain) covers resilience; the pricing dimension (Region price differences, per-AZ Spot pools) is new.",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-hybrid-compute-outposts-cost,concept,D4,4.2,AWS Outposts,Hybrid compute options (AWS Outposts),Outposts: when hybrid compute is the answer despite cost,"Outposts is a 3-year commitment for a rack or server priced upfront/monthly, so it is never the least-cost option; choose it only when data residency or single-digit-ms latency to on-prem systems makes the Region impossible. Cheaper alternatives to test first: Local Zones (metro latency), Wavelength (5G), Snowball Edge compute for disconnected sites, or a VPN/DX to the Region.",,,1,P2,partial,aws-outposts-local-zones-wavelength,Live card (Outposts service card) chooses by location; the cost/commitment framing is missing. | spec note: Drop; add 'Local Zones/Wavelength as cheaper alternatives to test first' as one line in aws-svc-outposts.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-instance-types-families-sizes,concept,D4,4.2,Amazon EC2,"Instance types, families, and sizes","Instance family letters, generations and sizes as a cost decision","Family letter = resource ratio (C compute, R/X memory, M balanced, T burstable, I/D storage, G/P accelerated); the newest generation is usually cheaper per unit of performance; size doubles vCPU/RAM and price linearly, so two smaller instances cost the same as one larger and add resilience. Cost traps: paying for an R when the app is CPU-bound, running T instances in unlimited mode under sustained load (surcharge), and choosing an older generation because the AMI is old.",,,1,P1,partial,aws-ec2-instance-families,live card aws-ec2-instance-families is primarily mapped to aws-ec2-instance-type-selection; this angle still needs its own card,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-load-balancing-concepts-cost,concept,D4,4.2,Elastic Load Balancing,Load balancing concepts (ALB),Load balancer pricing and how to run fewer of them,"ALB/NLB bill per hour (~$0.0225) plus capacity units (LCU/NLCU) for new connections, active connections, processed bytes and rule evaluations; one ALB with host- and path-based rules can front many services instead of one per service. NLB is slightly cheaper per hour and needed for static IP/non-HTTP; GWLB adds a per-GB charge for inline appliances. Cross-zone load balancing is free on ALB and charged per GB on NLB when enabled.",,,2,P1,partial,aws-alb-vs-nlb,Live card (another domain) picks ALB vs NLB by protocol; pricing units and consolidation are new. | moved: The exam guide places 'appropriate load balancing strategy (ALB vs NLB vs GWLB)',B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-purchasing-options,concept,D4,4.2,Amazon EC2,"AWS purchasing options (Spot, Reserved, Savings Plans)",On-Demand vs Reserved vs Savings Plans vs Spot decision rule,"Steady 24x7 baseline -> Savings Plans (flexible) or RIs (capacity reservation when zonal); interruptible/stateless -> Spot (up to 90% off, 2-minute notice); unpredictable or short-lived -> On-Demand; licence-bound -> Dedicated Hosts. Mix them: commit for the floor, Spot for burst, On-Demand for the rest. The trap options are Spot for a database or a single stateful server, and a 3-year RI for a workload that may change family or Region.",,,2,P1,exists,aws-ec2-purchase-options,Solid; could add the 'Savings Plans do not reserve capacity' line. | absorbs aws-d4-pat-tenancy-dedicated-hosts: P2 and status exists; the purchasing concept already has 'licence-bound → Dedica,—
aws-d4-scaling-strategies-cost,concept,D4,4.2,Amazon EC2 Auto Scaling,"Scaling strategies (auto scaling, hibernation)",Scaling strategies as cost controls,"Horizontal auto scaling with target tracking keeps capacity near demand; scheduled scaling removes capacity at known quiet times; predictive scaling pre-warms before daily peaks; min=0 or a stop schedule for non-prod removes idle hours entirely. Hibernation keeps RAM state on the encrypted EBS root and stops instance-hour billing (EBS still billed), giving fast resume without a warm pool. Warm pools in Stopped state cost only EBS. Vertical scaling needs a stop/start and cannot follow load automatically.",,,2,P1,partial,aws-asg-scaling-policies,"Live card (another domain) teaches target tracking/step/scheduled from an availability angle; the cost angle (min=0, stop schedules, hibernation, warm pool Stopped state) is new. | overlaps aws-d4-pat-scheduled-predictive-scaling-cost: write it from a different angle/scenario (The concept is the union of this pattern and aws-d4-pat-ec2-hibernatio)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-burstable-t-family-credits,pattern,D4,4.2,Amazon EC2,Burstable instances and CPU credits,"T family: cheap when idle, surcharge when sustained","T instances earn credits below baseline (e.g., t3.medium 20%) and spend them to burst; unlimited mode (default for T3) bills extra vCPU-hours when credits run out, so a sustained-load T3 can cost more than an M-class. Standard mode throttles instead. Rule: T for spiky/dev, M/C for sustained.",,,2,P1,partial,aws-ec2-instance-families,Live card describes credits; the unlimited-mode surcharge trap is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-ec2-hibernation,pattern,D4,4.2,Amazon EC2,EC2 hibernation,"Hibernation: stop billing, keep RAM state","Hibernate saves RAM to the encrypted EBS root and stops the instance: no instance-hour charge, EBS charged, resume in seconds with processes intact. Must be enabled at launch, root volume encrypted and large enough for RAM, RAM under 150 GB, max 60 days hibernated; supported On-Demand and Spot. Use for pre-warmed workers or long-init apps instead of a warm pool or keeping instances running.",,,2,P1,new,,,B4.6 P1 新卡
aws-d4-pat-edge-functions-cost,pattern,D4,4.2,Amazon CloudFront,"Edge processing (CloudFront Functions, Lambda@Edge)",CloudFront Functions vs Lambda@Edge by cost,"CloudFront Functions: viewer request/response only, sub-ms, $0.10 per million, no network/body access - use for redirects, header manipulation, URL rewrites, cache-key normalization. Lambda@Edge: all four events, up to 30 s at origin events, ~$0.60 per million + GB-s, can call origins/services. Pick the cheapest that can do the job; both remove work from the origin fleet.",,,2,P2,partial,aws-cloudfront-lambda-edge-vs-functions,Live card (another domain) chooses by capability; the price ratio is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-fargate-spot-capacity-providers,pattern,D4,4.2,AWS Fargate,Containers: Fargate Spot and capacity providers,Fargate Spot with a base of on-demand,"Capacity provider strategy: base N tasks on FARGATE, weight the rest on FARGATE_SPOT (up to 70% off, 2-minute SIGTERM); Compute Savings Plans cover Fargate on-demand; ECS-on-EC2 with managed scaling packs hosts for steady load. Fargate Spot is not backfilled with on-demand during shortages.",,,2,P1,exists,aws-fargate-spot-and-compute-savings-plans,Good.,—
aws-d4-pat-graviton-price-performance,pattern,D4,4.2,Amazon EC2,Graviton (arm64) price-performance,"Graviton across EC2, RDS, Lambda, Fargate","Graviton instances (m7g/c7g/r7g, RDS db.r7g, Lambda arm64, Fargate arm64) are ~20% cheaper with up to 40% better price-performance for compatible workloads (Linux, arm64 builds, managed engines). The cheapest change without redesign when the stack is open-source or managed; not for Windows or x86-only binaries.",,,1,P1,partial,aws-lambda-pricing-and-graviton,Live card covers Lambda arm64 only; EC2/RDS/Fargate Graviton is new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-reserved-instances,pattern,D4,4.2,Amazon EC2,Reserved Instances,Standard vs Convertible vs zonal RIs,"Standard RI up to 72% (fixed family, modifiable AZ/size within family for Linux regional, sellable on RI Marketplace); Convertible up to 54% (exchangeable across family/OS/tenancy); regional RIs give size flexibility, zonal RIs reserve capacity in one AZ; payment all/partial/no upfront. RDS, ElastiCache, OpenSearch, Redshift and DynamoDB have their own reserved offerings. Choose RIs over Savings Plans only for capacity reservation or non-EC2 services.",,,2,P1,partial,aws-savings-plans-vs-reserved-instances,"Live card (Savings Plans service unit) mentions Standard vs Convertible; zonal capacity reservation, Marketplace resale and non-EC2 reservations are new.",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-scheduled-predictive-scaling-cost,pattern,D4,4.2,Amazon EC2 Auto Scaling,"Auto scaling (scheduled, predictive, target tracking) for cost",Which scaling policy removes the most idle capacity,Target tracking follows real load; scheduled actions cut capacity at known off-hours (min 0 for non-prod); predictive scaling forecasts from 14 days of history to launch before daily peaks so you can drop the safety margin; scale-in protection and cooldowns prevent thrash. Instance Scheduler / EventBridge + SSM stop standalone instances.,,,2,P1,partial,aws-asg-scaling-policies,Live card (another domain) covers policy types for availability; the cost framing and non-prod stop schedules are new.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-d4-pat-serverless-pay-per-use,pattern,D4,4.2,AWS Lambda,Serverless computing (pay per use),Lambda billing and the two free cost cuts,Requests + GB-seconds (1 ms granularity); arm64/Graviton ~20% cheaper per GB-s; tuning memory can lower total cost for CPU-bound code; provisioned concurrency adds an hourly charge. Not cheapest for steady high-volume (>~1M invocations/hour) or >15-minute jobs.,,,1,P1,exists,aws-lambda-pricing-and-graviton,Good.,—
aws-d4-pat-spot-instances,pattern,D4,4.2,Amazon EC2,Spot Instances,Spot: diversify pools and handle the 2-minute notice,"Up to 90% off On-Demand, reclaimed with 2-minute notice; use mixed instances policy across families/AZs with price-capacity-optimized; checkpoint work to S3/SQS; never for stateful single instances. Spot cannot be covered by Savings Plans.",,,2,P1,exists,aws-spot-fleet-and-interruption-handling,Good.,—
aws-d4-db-backup-retention-cost-mcq-22,mcq,D4,4.3,Amazon RDS,Designing appropriate backup and retention policies (snapshot frequency),"RPO 5 minutes, keep 30 days, minimal cost",Automated backups with 30-day retention (PITR from 5-minute logs) inside the free allowance; hourly manual snapshots would bill and add nothing.,least-cost,"Hourly manual snapshots violate least-cost and are not needed for 5-minute RPO; AWS Backup hourly right service wrong feature (cost of stored recovery points); 35-day retention exceeds requirement; Multi-AZ standby is availability, not backup.",2,P1,new,,,B4.4 P1 新卡
aws-d4-db-engine-license-cost-mcq-23,mcq,D4,4.3,Amazon Aurora,Determining an appropriate database engine (MySQL vs PostgreSQL),Oracle licence renewal due; reduce cost with minimal app change,Migrate to Aurora PostgreSQL (or RDS PostgreSQL) with SCT + DMS; PostgreSQL is closest to Oracle features; license-included Oracle only defers the cost.,least-cost,RDS Oracle license-included violates least-cost; RDS Oracle BYOL requires the licence being dropped; Aurora MySQL plausible but more conversion effort than PostgreSQL for PL/SQL; DynamoDB violates least-change.,2,P1,new,,,B4.4 P1 新卡
aws-d4-db-migration-schema-data-mcq-27,mcq,D4,4.3,AWS DMS,Migrating database schemas and data to different locations and/or engines,SQL Server to Aurora MySQL with near-zero downtime,"SCT converts schema, DMS full load + CDC keeps source live until cutover; native backup/restore needs downtime and does not convert.",least-change,"Native backup/restore violates downtime constraint and engine change; DMS alone violates schema conversion need; MGN wrong service (server rehost); Snowball wrong service (offline bulk, no CDC).",2,P1,new,,,B4.4 P1 新卡
aws-d4-db-service-choose-two-mcq-25,mcq,D4,4.3,Amazon Aurora Serverless,Determining cost-effective AWS database services with appropriate use cases,Prod steady Postgres plus intermittent dev copies: choose two,Reserved DB instance (or Aurora provisioned with RI) for prod and Aurora Serverless v2 (or stop schedule) for dev; the plausible wrong set puts Serverless on the steady prod.,choose-two,Aurora Serverless v2 for steady prod violates least-cost; RIs for dev violate utilization; Multi-AZ for dev violates least-cost; DynamoDB violates the relational constraint.,3,P1,new,,,B4.4 P1 新卡
aws-d4-dynamodb-vs-rds-cost-mcq-24,mcq,D4,4.3,Amazon DynamoDB,"Determining cost-effective AWS database services (DynamoDB vs RDS, serverless)","Key-value lookups, traffic near zero most of the day",DynamoDB on-demand: zero idle cost; an RDS instance bills 24x7 and Aurora Serverless v2 still has a min ACU (unless paused).,least-cost,RDS db.t3.micro violates least-cost (idle hours) even though small; Aurora Serverless v2 min 0.5 ACU idle cost unless auto-pause configured; DynamoDB provisioned violates least-cost for spiky near-zero; ElastiCache wrong service (not durable primary).,2,P0,new,,,B2.4 P0 新卡
aws-d4-caching-strategies-cost,concept,D4,4.3,Amazon ElastiCache,Caching strategies,Caching to shrink the database bill,"A cache converts repeated reads into cheap memory hits so the database can be a smaller class or fewer replicas: ElastiCache/MemoryDB for relational, DAX for DynamoDB (cuts RCU consumption), CloudFront and API Gateway caching for HTTP responses. Choose lazy loading to cache only what is read (less memory) and write-through when staleness is unacceptable; set TTLs so the cache does not grow. Cache hit ratio is the metric; a cache in front of a write-heavy DB saves nothing.",,,2,P1,partial,aws-elasticache-lazy-loading-vs-write-through,"Live card (another domain) covers lazy vs write-through semantics; the cost framing (smaller DB class, DAX cutting RCUs, ElastiCache Serverless vs reserved nodes) is new. | overlaps aws-caching-strategies-layers: write it from a different angle/scenario (Same content as the D3 concept with a cost sentence prepended; the sen)",B3 修补 partial 卡（补角度/补 usage/改难度）
