uid,kind,domain,topic,difficulty,fragment,position,order_in_deck,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-files-tenant-isolation-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,327,3270,https://platform.claude.com/docs/en/build-with-claude/files,"uploaded files accessible to entire workspace, any key in workspace; never accept file_id from end users; keep mapping server-side; separate workspace per tenant as isolation boundary; up to 100 workspaces per organization",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-cache-lookback-second-breakpoint-mcq-01,mcq,D2,D2 Applications & integration,d3,D2a.md,328,3280,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,20-position lookback window; entries only written at breakpoints; add second breakpoint when a turn pushes breakpoint 20+ blocks past last write; automatic caching uses same lookback and single last-block breakpoint; TTL unrelated to lookback; consecutive tool_use/tool_result runs count as one position,2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-image-history-resend-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,329,3290,https://platform.claude.com/docs/en/build-with-claude/vision,"Claude has access to every image from earlier turns, follow-ups need no re-attachment; each request resends full history (Files API tip); image tokens computed from dimensions regardless of source; images under 200 px degrade accuracy; file_id keeps payloads small (bytes)",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-conversation-memory-mcq-01,mcq,D2,D2 Applications & integration,d1,D2a.md,330,3300,https://platform.claude.com/docs/en/build-with-claude/working-with-messages ; https://platform.claude.com/docs/en/api/messages,"Messages API stateless, always send full conversational history; metadata.user_id is opaque identifier Anthropic may use to detect abuse, max 512 chars; max_tokens is output cap",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-parallel-tool-calls-stopped-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,331,3310,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,incorrect tool result formatting (separate user message per result) teaches Claude to avoid parallel calls; all results in single user message; parallel calls on by default for Claude 4 and later; disable_parallel_tool_use defaults false; prompting can increase parallelism but formatting is the primary cause,2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-server-tool-pending-mcq-01,mcq,D2,D2 Applications & integration,d3,D2a.md,332,3320,https://platform.claude.com/docs/en/build-with-claude/handling-stop-reasons ; https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,mixed client + server tool call: response has server_tool_use with no result block; continuation user message must contain only tool_result blocks and keep same tools array; text after results ends turn => 400 naming unresolved server tool; removing tool => 400 ending with but no web_search tool was provided; pause_turn continuation (resend response) only when no client tool waiting; detect by matching ids,2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-budget-tokens-max-tokens-mcq-01,mcq,D2,D2 Applications & integration,d1,D2a.md,333,3330,https://platform.claude.com/docs/en/build-with-claude/extended-thinking ; https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting ; https://platform.claude.com/docs/en/build-with-claude/thinking,"budget_tokens minimum 1,024 and must be less than max_tokens (except interleaved thinking); Haiku 4.5 extended thinking only, rejects adaptive with 400; SDK streaming requirement above 21,333 max_tokens is client-side",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-forced-tool-with-manual-thinking-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,334,3340,https://platform.claude.com/docs/en/build-with-claude/thinking ; https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools ; https://platform.claude.com/docs/en/build-with-claude/extended-thinking,"manual extended thinking supports only tool_choice auto or none, any/tool error; adaptive thinking supports forced tool use (except Fable 5.1 / Mythos 5.1); budget_tokens must be below max_tokens except interleaved; interleaved-thinking-2025-05-14 header deprecated but functional on Sonnet 4.6 manual mode, does not change tool_choice rule",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-prefill-removed-mcq-01,mcq,D2,D2 Applications & integration,d1,D2a.md,335,3350,https://platform.claude.com/docs/en/build-with-claude/working-with-messages ; https://platform.claude.com/docs/en/build-with-claude/structured-outputs ; https://platform.claude.com/docs/en/api/messages,"prefill not supported on Claude 4.6 and later, 400 error; use structured outputs (output_config.format, json_schema) or system prompt instructions; structured outputs guarantee schema-compliant responses via constrained decoding; temperature non-default rejected on models after Opus 4.6",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-prewarm-cache-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,336,3360,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"max_tokens 0 pre-warm with explicit breakpoint on shared prefix; automatic caching places breakpoint on placeholder => follow-up misses; max_tokens 1 legacy workaround bills output token; 1h TTL extends existing entry only, never exceeds one hour; re-send within TTL",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-pdf-visual-content-mcq-01,mcq,D2,D2 Applications & integration,d1,D2a.md,337,3370,https://platform.claude.com/docs/en/build-with-claude/pdf-support,each PDF page converted to image and text extracted alongside; enables questions on charts/diagrams; document block required for visual understanding; max_tokens is output only,2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-image-then-text-ordering-mcq-01,mcq,D2,D2 Applications & integration,d1,D2a.md,338,3380,https://platform.claude.com/docs/en/build-with-claude/vision,Claude works best when images come before text; label multiple images Image 1: Image 2: to refer by name; multiple images analyzed jointly for comparison; oversized images downscaled to tier limit,2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-count-tokens-limits-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,339,3390,https://platform.claude.com/docs/en/build-with-claude/token-counting,"count_tokens rejects server tools (web search etc; advisor tool allowed), MCP connector, image/document blocks with url or file source; client tools, system prompts, thinking blocks supported; base64 to count media",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-cache-scope-changes-mcq-01,mcq,D2,D2 Applications & integration,d3,D2a.md,340,3400,https://platform.claude.com/docs/en/build-with-claude/prompt-caching ; https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,invalidation table: tool definitions => tools+system+messages; web search toggle => system+messages; tool_choice => messages only; images => messages only; editing top-level system invalidates system and messages (mid-conversation page),2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-tool-result-content-types-mcq-01,mcq,D2,D2 Applications & integration,d2,D2a.md,341,3410,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,"tool_result content: string or list of blocks of type text, image, document, search_result; example tool result with image block base64; tool_use blocks are assistant content; tool_result not nested",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-thinking-replay-rules-mcq-01,mcq,D2,D2 Applications & integration,d3,D2a.md,342,3420,https://platform.claude.com/docs/en/build-with-claude/thinking ; https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,pass thinking and redacted_thinking blocks back complete and unmodified within tool-use turn; sequence cannot be rearranged/edited/partially dropped (400); mid-turn thinking toggle silently disables thinking and invalidates cache; effort change invalidates cache; no server-side storage of conversation (stateless),2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-batch-vs-realtime-mcq,mcq,D2,D2 Applications & integration,d1,D2b.md,343,3430,https://platform.claude.com/docs/en/build-with-claude/batch-processing | https://platform.claude.com/docs/en/about-claude/pricing,"50% discount; 24-hour window; up to 100,000 requests per batch; fast mode not available with Batch API (pricing page), speed rejected in batch; prompt caching discounts prefix only; Batches API has its own rate limits.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"Stem rewritten: overnight/next-morning cost scenario resembled exam guide Sample 1 (Domain 2); now a 180,000-note three-day backfill (two batches under the 100,000-per-batch cap and the 200,000 Start-tier processing-queue limit on api/rate-limits); cache distractor WHY now names the concrete reason (only the cached prefix is discounted, note + output tokens billed in full); A adjusted; fast mode not available with Batch API re-verified on pricing page."
ccdvf-batch-results-join-mcq,mcq,D2,D2 Applications & integration,d1,D2b.md,344,3440,https://platform.claude.com/docs/en/build-with-claude/batch-processing,Results can be returned in any order; always use custom_id to match; message id is generated on the created message in the result.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-batch-latency-mismatch-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,345,3450,https://platform.claude.com/docs/en/build-with-claude/batch-processing | https://platform.claude.com/docs/en/api/rate-limits,"Batch may take up to 24 hours, best effort; results available only when processed; Batches API RPM limits (Start tier 1,000 RPM); max_tokens limits output length, not price.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"Distractor ""lower max_tokens"" replaced: mirrored Sample 1 option C in the exam guide. New distractor: off-peak scheduling for lower per-token prices, WHY names the documented price modifiers (caching, batch, fast mode, data residency) and that time of day is not one (pricing page)."
ccdvf-batch-expired-results-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,346,3460,https://platform.claude.com/docs/en/build-with-claude/batch-processing,"expired = batch reached 24-hour expiration before request sent, not billed; each request independent; results 29 days; no automatic retry documented; best practice implement retry logic yourself.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-batch-dry-run-validation-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,347,3470,https://platform.claude.com/docs/en/build-with-claude/batch-processing,"Validation of params performed asynchronously, errors returned when whole batch has ended; Tip: test request shape with the Messages API; best practices: dry run a single request shape.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-batch-shared-prefix-cache-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,348,3480,https://platform.claude.com/docs/en/build-with-claude/batch-processing | https://platform.claude.com/docs/en/build-with-claude/prompt-caching,FAQ single-request seeding batch with 1-hour cache; max_tokens: 0 rejected in batch; hits best effort; discounts stack; batch RPM limits.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-batch-tenant-isolation-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,349,3490,https://platform.claude.com/docs/en/build-with-claude/batch-processing | https://platform.claude.com/docs/en/build-with-claude/files,"Batches isolated within the workspace they are created in, accessible by any API request in the same workspace; files workspace-scoped, workspace per tenant recommended; delete endpoint exists.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-files-multiturn-image-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,350,3500,https://platform.claude.com/docs/en/build-with-claude/vision | https://platform.claude.com/docs/en/build-with-claude/files,Multi-turn requests resend full history incl. base64 image bytes; Claude has access to every earlier image; Files API upload once and reference file_id; url source is a hosted-online reference.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-files-auto-expiry-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,351,3510,https://platform.claude.com/docs/en/build-with-claude/files | https://platform.claude.com/docs/en/manage-claude/api-and-data-retention,"expires_in_seconds 3,600 to 7,776,000 (14 days = 1,209,600); expires_at on responses; Files API not ZDR eligible; list endpoint paginated (limit default 20, max 1,000).",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-third-party-platform-gaps-mcq,mcq,D2,D2 Applications & integration,d3,D2b.md,352,3520,https://platform.claude.com/docs/en/build-with-claude/claude-in-amazon-bedrock | https://platform.claude.com/docs/en/build-with-claude/overview | https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"Bedrock not supported: Message Batches endpoint, Files API and URL input sources; supported: prompt caching incl. 1-hour (prompt caching page), tool use, thinking/adaptive thinking (features table bedrock column).",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-vertex-model-in-body-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,353,3530,https://platform.claude.com/docs/en/build-with-claude/claude-on-vertex-ai,model in URL not body; anthropic_version body vertex-2023-10-16; raw curl documented; 30 MB payload; 4.6+ IDs match Claude API format.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-foundry-deployment-name-mcq,mcq,D2,D2 Applications & integration,d1,D2b.md,354,3540,https://platform.claude.com/docs/en/build-with-claude/claude-in-microsoft-foundry,Deployment name is the value passed in model parameter; troubleshooting Deployment not found -> verify deployment name; both hosting options addressed by deployment name; anthropic. prefix is Bedrock format.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-foundry-hosted-azure-400-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,355,3550,https://platform.claude.com/docs/en/build-with-claude/claude-in-microsoft-foundry,"Code execution not supported when hosted on Azure, available hosted on Anthropic; requests return 400 Bad Request by design; migrate between hosting options by creating new deployment and passing new deployment name.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-aws-compliance-choice-mcq,mcq,D2,D2 Applications & integration,d3,D2b.md,356,3560,https://platform.claude.com/docs/en/build-with-claude/claude-platform-on-aws | https://platform.claude.com/docs/en/build-with-claude/claude-in-amazon-bedrock,"When to choose Bedrock: FedRAMP High, IL4, IL5, HIPAA-ready, AWS sole data processor, AWS-controlled infrastructure and operating party; comparison table: beta headers, Skills, Batches on Claude Platform on AWS only; billing AWS Marketplace (CCUs) vs native AWS service.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-bedrock-endpoint-cost-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,357,3570,https://platform.claude.com/docs/en/build-with-claude/claude-in-amazon-bedrock,"Global endpoint dynamic routing, no pricing premium; regional endpoint single region for data residency, 10% premium; inference profile for multi-region routing within a geography.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-model-pin-snapshot-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,358,3580,https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,"Dateless IDs are pinned snapshots not evergreen pointers; weights not updated; new versions under new IDs; infrastructure changes may cause minor differences; pre-4.6 aliases float; Google Cloud format matches Claude API, Bedrock anthropic. prefix dateless.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-model-retirement-plan-mcq,mcq,D2,D2 Applications & integration,d3,D2b.md,359,3590,https://platform.claude.com/docs/en/about-claude/model-deprecations | https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,60 days notice; requests to retired models fail; deprecated models less reliable; audit via Usage export CSV; test applications with newer models well before retirement; alias resolves to most recent dated snapshot of that minor version.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-settings-local-model-override-mcq,mcq,D2,D2 Applications & integration,d1,D2b.md,360,3600,https://code.claude.com/docs/en/settings,"Keep personal settings out of a repository example: team model claude-sonnet-5, local file model claude-opus-4-8; local above shared project; user below project; ANTHROPIC_MODEL applies over model key from any file.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-claude-md-personal-sandbox-mcq,mcq,D2,D2 Applications & integration,d1,D2b.md,361,3610,https://code.claude.com/docs/en/memory,"CLAUDE.local.md: personal project-specific preferences, add to .gitignore, sandbox URLs / preferred test data; user CLAUDE.md all projects; managed policy all users; CLAUDE_CODE_NEW_INIT=1 /init personal option creates it.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-enforce-vs-instruct-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,362,3620,https://code.claude.com/docs/en/memory | https://code.claude.com/docs/en/settings | https://code.claude.com/docs/en/permissions,Settings rules enforced by client regardless of model; CLAUDE.md not a hard enforcement layer; managed settings: permissions.deny for blocking paths; managed cannot be overridden by user/project/local; Edit(path) deny rules.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-plugin-dep-pin-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,363,3630,https://code.claude.com/docs/en/plugin-dependencies,Worked example deploy-kit / secrets-vault ~2.1.0; tags {name}--v{version}; auto-update stays within range; widen constraint in new release.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-settings-precedence-mcq,mcq,D2,D2 Applications & integration,d3,D2b.md,364,3640,https://code.claude.com/docs/en/settings,Precedence stack; --settings below managed; lists merge; local allow rule does not outrank project/managed ask rule; user settings lowest.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-claude-md-bloat-mcq,mcq,D2,D2 Applications & integration,d2,D2b.md,365,3650,https://code.claude.com/docs/en/memory,"Target under 200 lines, longer files reduce adherence; path-scoped rules with paths frontmatter trigger when Claude reads matching files; contradictory rules picked arbitrarily; skills load when invoked or relevant.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-cc-ci-lockdown-mcq-01,mcq,D3,D3 Claude Code,d2,D3.md,366,3660,https://code.claude.com/docs/en/permission-modes,"Common setups row: 'Run in CI with an exact allowlist: claude -p ""run the test suite"" --permission-mode dontAsk --allowedTools ""Bash(npm test)"" ""Read""'. dontAsk auto-denies every call that would prompt; allow rules still run. Skip-all-checks mode: isolated containers/VMs without internet only; --dangerously-skip-permissions equivalent. acceptEdits auto-approves file edits and filesystem commands. Auto mode 'does not guarantee safety'. CLAUDE.md not enforcement: https://code.claude.com/docs/en/permissions ('Permission rules are enforced by Claude Code, not by the model'). dontAsk still runs file reads in working directories and the read-only Bash command set plus permissions.allow matches (permission-modes.md).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","A: precision fix, dontAsk still runs working-directory reads and the read-only command set without approval (permission-modes.md dontAsk section), so the allowlist is ""all that is granted beyond"" those, not ""the only capability"". Ledger row re-quoted (had backslash-escaped quotes that broke CSV parsing)."
ccdvf-cc-repeated-procedure-mcq-02,mcq,D3,D3 Claude Code,d1,D3.md,367,3670,https://code.claude.com/docs/en/skills,"Skill descriptions load at startup, full content on invoke. CLAUDE.md loaded in full every session; 'Longer files consume more context and reduce adherence' and 'Rules without paths frontmatter are loaded at launch with the same priority as .claude/CLAUDE.md' (https://code.claude.com/docs/en/memory). Hook = automation on every matching event, context cost only when it returns output (https://code.claude.com/docs/en/features-overview). Trigger table: playbook pasted third time -> skill; mistake twice -> CLAUDE.md.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-cc-block-env-edit-mcq-03,mcq,D3,D3 Claude Code,d2,D3.md,368,3680,https://code.claude.com/docs/en/permissions,"Deny evaluated before ask and allow; 'Deny rules block in every mode' (https://code.claude.com/docs/en/permission-modes). 'A Read deny rule also blocks the Edit and Write tools on the same path' (v2.1.208+ edits, v2.1.228+ writes). Read(./.env) and Read(./.env.*) examples from https://code.claude.com/docs/en/settings. Read/Edit rules cover built-in tools and recognized shell file commands, not arbitrary subprocesses; sandbox for OS-level enforcement. Plan mode blocks edits until plan approved, then switches mode (https://code.claude.com/docs/en/permission-modes). CLAUDE.md re-injected after compaction but is context not enforcement (https://code.claude.com/docs/en/memory). PostToolUse cannot block: 'Shows stderr to Claude; the tool already ran' (hooks.md 'Exit code 2 behavior per event').",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","Distractor ""switch to a larger model that follows instructions more carefully"" mirrored exam-guide §8 Sample 2 option D; replaced with a PostToolUse restore hook (hooks.md exit-code table: PostToolUse ""Shows stderr to Claude; the tool already ran"", cannot block). A: updated to name the new distractor."
ccdvf-cc-monorepo-rules-mcq-04,mcq,D3,D3 Claude Code,d2,D3.md,369,3690,https://code.claude.com/docs/en/memory,'target under 200 lines per CLAUDE.md file. Longer files consume more context and reduce adherence'; path-scoped rules load only when Claude works with matching files; 'imported files still load and enter the context window at launch'. /autocompact sets when compaction runs (https://code.claude.com/docs/en/context-window). 1 million token context window availability note (https://code.claude.com/docs/en/context-window). /context shows what loaded. User CLAUDE.md ~/.claude/CLAUDE.md is loaded every session for all projects (memory.md scope table).,2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","Distractor ""switch to a 1 million token context model"" shared the §8 Sample 2 ""switch model"" angle; replaced with moving sections to ~/.claude/CLAUDE.md (memory.md scope table: user CLAUDE.md loaded every session; adherence tied to length). A: updated to name the new distractor."
